기준일,전체주문고객,기존고객,신규고객,전체주문건수,전체환불건수,기존고객비율,신규고객비율,관심고객수(증감),관심고객수(누적),알림고객수(증감),알림고객수(누적),VVIP,VIP,골드,실버
2023.10.02.,0,0,0,0,0,0.0,0.0,0,63,0,63,0,0,0,0
2023.10.03.,1,1,0,1,0,100.0,0.0,0,63,0,63,0,0,0,0
2023.10.04.,4,2,2,4,0,50.0,50.0,1,64,1,64,0,0,0,0
2023.10.05.,2,1,1,2,0,50.0,50.0,1,65,1,65,0,0,0,0
2023.10.06.,3,2,1,3,0,66.66666666666666,33.33333333333333,0,65,0,65,0,0,0,0
2023.10.07.,2,0,2,4,0,0.0,100.0,0,65,0,65,0,0,0,0
2023.10.08.,0,0,0,0,0,0.0,0.0,0,65,0,65,0,0,0,0
2023.10.09.,0,0,0,0,0,0.0,0.0,0,65,0,65,0,0,0,0
2023.10.10.,1,1,0,1,0,100.0,0.0,0,65,0,65,0,0,0,0
2023.10.11.,2,0,2,2,0,0.0,100.0,0,65,0,65,0,0,0,0
2023.10.12.,1,0,1,1,0,0.0,100.0,1,66,1,66,0,0,0,0
2023.10.13.,0,0,0,0,0,0.0,0.0,0,66,0,66,0,0,0,0
2023.10.14.,0,0,0,0,0,0.0,0.0,1,67,1,67,0,0,0,0
2023.10.15.,0,0,0,0,0,0.0,0.0,0,67,0,67,0,0,0,0
2023.10.16.,0,0,0,0,0,0.0,0.0,0,67,0,67,0,0,0,0
2023.10.17.,1,1,0,1,0,100.0,0.0,0,67,0,67,0,0,0,0
2023.10.18.,2,2,0,2,0,100.0,0.0,0,67,0,67,0,0,0,0
2023.10.19.,1,0,1,1,0,0.0,100.0,0,67,0,67,0,0,0,0
2023.10.20.,1,1,0,1,0,100.0,0.0,0,67,0,67,0,0,0,0
2023.10.21.,0,0,0,0,0,0.0,0.0,0,67,0,67,0,0,0,0
2023.10.22.,0,0,0,0,0,0.0,0.0,0,67,0,67,0,0,0,0
2023.10.23.,2,1,1,2,0,50.0,50.0,0,67,0,67,0,0,0,0
2023.10.24.,3,1,2,3,0,33.33333333333333,66.66666666666666,1,68,1,68,0,0,0,0
2023.10.25.,1,1,0,1,0,100.0,0.0,0,68,0,68,0,0,0,0
2023.10.26.,1,1,0,1,0,100.0,0.0,0,68,0,68,0,0,0,0
2023.10.27.,2,0,2,2,0,0.0,100.0,0,68,0,68,0,0,0,0
2023.10.28.,1,0,1,1,0,0.0,100.0,0,68,0,68,0,0,0,0
2023.10.29.,0,0,0,0,0,0.0,0.0,0,68,0,68,0,0,0,0
2023.10.30.,1,0,1,1,0,0.0,100.0,0,68,0,68,0,0,0,0
2023.10.31.,0,0,0,0,0,0.0,0.0,0,68,0,68,0,0,0,0
2023.11.01.,2,2,0,2,0,100.0,0.0,1,69,1,69,0,0,0,0
2023.11.02.,1,0,1,1,0,0.0,100.0,0,69,0,69,0,0,0,0
2023.11.03.,1,0,1,1,0,0.0,100.0,0,69,0,69,0,0,0,0
2023.11.04.,1,1,0,1,0,100.0,0.0,0,69,0,69,0,0,0,0
2023.11.05.,0,0,0,0,0,0.0,0.0,0,69,0,69,0,0,0,0
2023.11.06.,2,0,2,3,1,0.0,100.0,0,69,0,69,0,0,0,0
2023.11.07.,0,0,0,0,0,0.0,0.0,0,69,0,69,0,0,0,0
2023.11.08.,2,1,1,3,0,50.0,50.0,0,69,0,69,0,0,0,0
2023.11.09.,0,0,0,0,0,0.0,0.0,0,69,0,69,0,0,0,0
2023.11.10.,1,1,0,1,0,100.0,0.0,0,69,0,69,0,0,0,0
2023.11.11.,0,0,0,0,0,0.0,0.0,0,69,0,69,0,0,0,0
2023.11.12.,0,0,0,0,0,0.0,0.0,0,69,0,69,0,0,0,0
2023.11.13.,1,1,0,1,0,100.0,0.0,0,69,0,69,0,0,0,0
2023.11.14.,0,0,0,0,0,0.0,0.0,1,70,1,70,0,0,0,0
2023.11.15.,1,0,1,1,0,0.0,100.0,0,70,0,70,0,0,0,0
2023.11.16.,0,0,0,0,0,0.0,0.0,0,70,0,70,0,0,0,0
2023.11.17.,1,1,0,1,0,100.0,0.0,0,70,0,70,0,0,0,0
2023.11.18.,0,0,0,0,0,0.0,0.0,0,70,0,70,0,0,0,0
2023.11.19.,0,0,0,0,0,0.0,0.0,0,70,0,70,0,0,0,0
2023.11.20.,0,0,0,0,0,0.0,0.0,0,70,0,70,0,0,0,0
2023.11.21.,0,0,0,0,0,0.0,0.0,0,70,0,70,0,0,0,0
2023.11.22.,0,0,0,0,0,0.0,0.0,0,70,0,70,0,0,0,0
2023.11.23.,0,0,0,0,0,0.0,0.0,0,70,0,70,0,0,0,0
2023.11.24.,2,2,0,2,0,100.0,0.0,0,70,0,70,0,0,0,0
2023.11.25.,0,0,0,0,0,0.0,0.0,0,70,0,70,0,0,0,0
2023.11.26.,0,0,0,0,0,0.0,0.0,0,70,0,70,0,0,0,0
2023.11.27.,1,1,0,1,0,100.0,0.0,0,70,0,70,0,0,0,0
2023.11.28.,1,1,0,1,0,100.0,0.0,0,70,0,70,0,0,0,0
2023.11.29.,1,1,0,2,0,100.0,0.0,0,70,0,70,0,0,0,0
2023.11.30.,2,1,1,2,0,50.0,50.0,0,70,0,70,0,0,0,0
2023.12.01.,0,0,0,0,0,0.0,0.0,0,70,0,70,0,0,0,0
2023.12.02.,0,0,0,0,0,0.0,0.0,0,70,0,70,0,0,0,0
2023.12.03.,2,0,2,2,0,0.0,100.0,0,70,0,70,0,0,0,0
2023.12.04.,1,1,0,1,0,100.0,0.0,0,70,0,70,0,0,0,0
2023.12.05.,1,1,0,1,0,100.0,0.0,1,71,1,71,0,0,0,0
2023.12.06.,0,0,0,0,0,0.0,0.0,0,71,0,71,0,0,0,0
2023.12.07.,2,2,0,2,0,100.0,0.0,1,72,1,72,0,0,0,0
2023.12.08.,0,0,0,0,0,0.0,0.0,0,72,0,72,0,0,0,0
2023.12.09.,0,0,0,0,0,0.0,0.0,0,72,0,72,0,0,0,0
2023.12.10.,0,0,0,0,0,0.0,0.0,0,72,0,72,0,0,0,0
2023.12.11.,0,0,0,0,0,0.0,0.0,2,74,2,74,0,0,0,0
2023.12.12.,0,0,0,0,0,0.0,0.0,1,75,1,75,0,0,0,0
2023.12.13.,2,1,1,2,0,50.0,50.0,2,77,2,77,0,0,0,0
2023.12.14.,2,1,1,3,0,50.0,50.0,2,79,2,79,0,0,0,0
2023.12.15.,2,2,0,2,0,100.0,0.0,1,80,1,80,0,0,0,0
2023.12.16.,2,2,0,3,1,100.0,0.0,2,82,2,82,0,0,0,0
2023.12.17.,2,0,2,2,0,0.0,100.0,2,84,2,84,0,0,0,0
2023.12.18.,3,0,3,3,0,0.0,100.0,2,86,2,86,0,0,0,0
2023.12.19.,1,0,1,1,0,0.0,100.0,0,86,0,86,0,0,0,0
2023.12.20.,2,1,1,2,0,50.0,50.0,3,89,3,89,0,0,0,0
2023.12.21.,4,1,3,4,1,25.0,75.0,1,90,1,90,0,0,0,0
2023.12.22.,2,0,2,2,0,0.0,100.0,1,91,1,91,0,0,0,0
2023.12.23.,2,0,2,2,0,0.0,100.0,1,92,1,92,0,0,0,0
2023.12.24.,1,1,0,1,0,100.0,0.0,0,92,0,92,0,0,0,0
2023.12.25.,2,1,1,2,0,50.0,50.0,0,92,0,92,0,0,0,0
2023.12.26.,4,0,4,4,0,0.0,100.0,0,92,0,92,0,0,0,0
2023.12.27.,2,0,2,2,0,0.0,100.0,0,92,0,92,0,0,0,0
2023.12.28.,3,2,1,3,1,66.66666666666666,33.33333333333333,0,92,0,92,0,0,0,0
2023.12.29.,2,1,1,2,0,50.0,50.0,0,92,0,92,0,0,0,0
2023.12.30.,0,0,0,0,0,0.0,0.0,0,92,0,92,0,0,0,0
2023.12.31.,0,0,0,0,0,0.0,0.0,0,92,0,92,0,0,0,0
2024.01.01.,0,0,0,0,0,0.0,0.0,0,92,0,92,0,0,0,0
2024.01.02.,0,0,0,0,0,0.0,0.0,0,92,0,92,0,0,0,0
2024.01.03.,3,0,3,3,0,0.0,100.0,0,92,0,92,0,0,0,0
2024.01.04.,3,1,2,3,0,33.33333333333333,66.66666666666666,1,93,1,93,0,0,0,0
2024.01.05.,1,0,1,1,0,0.0,100.0,0,93,0,93,0,0,0,0
2024.01.06.,2,0,2,2,0,0.0,100.0,0,93,0,93,0,0,0,0
2024.01.07.,0,0,0,0,0,0.0,0.0,0,93,0,93,0,0,0,0
2024.01.08.,7,3,4,9,1,42.85714285714285,57.14285714285714,0,93,0,93,0,0,0,0
2024.01.09.,4,1,3,4,0,25.0,75.0,2,95,2,95,0,0,0,0
2024.01.10.,4,1,3,4,0,25.0,75.0,3,98,3,98,0,0,0,0
2024.01.11.,4,1,3,4,0,25.0,75.0,3,101,3,101,0,0,0,0
2024.01.12.,1,0,1,1,0,0.0,100.0,1,102,1,102,0,0,0,0
2024.01.13.,0,0,0,0,0,0.0,0.0,0,102,0,102,0,0,0,0
2024.01.14.,3,1,2,3,1,33.33333333333333,66.66666666666666,2,104,2,104,0,0,0,0
2024.01.15.,5,1,4,6,0,20.0,80.0,2,106,2,106,0,0,0,0
2024.01.16.,0,0,0,0,0,0.0,0.0,0,106,0,106,0,0,0,0
2024.01.17.,3,0,3,3,0,0.0,100.0,2,108,2,108,0,0,0,0
2024.01.18.,3,1,2,3,0,33.33333333333333,66.66666666666666,2,110,2,110,0,0,0,0
2024.01.19.,3,1,2,4,0,33.33333333333333,66.66666666666666,3,113,3,113,0,0,0,0
2024.01.20.,3,1,2,3,0,33.33333333333333,66.66666666666666,3,116,3,116,0,0,0,0
2024.01.21.,2,0,2,2,0,0.0,100.0,2,118,2,118,0,0,0,0
2024.01.22.,5,2,3,5,0,40.0,60.0,4,122,4,122,0,0,0,0
2024.01.23.,3,0,3,3,0,0.0,100.0,2,124,2,124,0,0,0,0
2024.01.24.,5,1,4,5,0,20.0,80.0,5,129,5,129,0,0,0,0
2024.01.25.,3,1,2,3,0,33.33333333333333,66.66666666666666,6,135,6,135,0,0,0,0
2024.01.26.,2,0,2,2,0,0.0,100.0,1,136,1,136,0,0,0,0
2024.01.27.,1,0,1,1,0,0.0,100.0,0,136,0,136,0,0,0,0
2024.01.28.,3,0,3,3,2,0.0,100.0,2,138,2,138,0,0,0,0
2024.01.29.,6,4,2,6,0,66.66666666666666,33.33333333333333,3,141,3,141,0,0,0,0
2024.01.30.,4,1,3,4,0,25.0,75.0,3,144,3,144,0,0,0,0
2024.01.31.,3,1,2,4,0,33.33333333333333,66.66666666666666,3,147,3,147,0,0,0,0
2024.02.01.,11,4,7,20,4,36.36363636363637,63.63636363636363,5,152,5,152,0,0,0,0
2024.02.02.,8,3,5,11,0,37.5,62.5,2,154,2,154,0,0,0,0
2024.02.03.,4,2,2,4,1,50.0,50.0,2,156,2,156,0,0,0,0
2024.02.04.,1,0,1,1,0,0.0,100.0,1,157,1,157,0,0,0,0
2024.02.05.,5,0,5,5,0,0.0,100.0,3,160,3,160,0,0,0,0
2024.02.06.,2,0,2,2,0,0.0,100.0,0,160,0,160,0,0,0,0
2024.02.07.,4,1,3,4,0,25.0,75.0,6,166,6,166,0,0,0,0
2024.02.08.,0,0,0,0,0,0.0,0.0,0,166,0,166,0,0,0,0
2024.02.09.,0,0,0,0,0,0.0,0.0,0,166,0,166,0,0,0,0
2024.02.10.,2,2,0,2,0,100.0,0.0,1,167,1,167,0,0,0,0
2024.02.11.,0,0,0,0,0,0.0,0.0,3,170,3,170,0,0,0,0
2024.02.12.,0,0,0,0,0,0.0,0.0,2,172,2,172,0,0,0,0
2024.02.13.,4,1,3,5,0,25.0,75.0,2,174,2,174,0,0,0,0
2024.02.14.,2,2,0,2,1,100.0,0.0,2,176,2,176,0,0,0,0
2024.02.15.,0,0,0,0,0,0.0,0.0,0,176,0,176,0,0,0,0
2024.02.16.,1,1,0,1,0,100.0,0.0,0,176,0,176,0,0,0,0
2024.02.17.,0,0,0,0,0,0.0,0.0,0,176,0,176,0,0,0,0
2024.02.18.,3,0,3,3,0,0.0,100.0,2,178,2,178,0,0,0,0
2024.02.19.,2,0,2,2,0,0.0,100.0,2,180,2,180,0,0,0,0
2024.02.20.,0,0,0,0,0,0.0,0.0,0,180,0,180,0,0,0,0
2024.02.21.,3,1,2,3,0,33.33333333333333,66.66666666666666,1,181,1,181,0,0,0,0
2024.02.22.,3,1,2,3,0,33.33333333333333,66.66666666666666,3,184,3,184,0,0,0,0
2024.02.23.,3,0,3,3,0,0.0,100.0,3,187,3,187,0,0,0,0
2024.02.24.,1,0,1,1,0,0.0,100.0,2,189,2,189,0,0,0,0
2024.02.25.,1,0,1,1,0,0.0,100.0,2,191,2,191,0,0,0,0
2024.02.26.,3,1,2,3,0,33.33333333333333,66.66666666666666,2,193,2,193,0,0,0,0
2024.02.27.,3,1,2,4,1,33.33333333333333,66.66666666666666,0,193,0,193,0,0,0,0
2024.02.28.,6,2,4,8,0,33.33333333333333,66.66666666666666,6,199,6,199,0,0,0,0
2024.02.29.,2,0,2,2,0,0.0,100.0,2,201,2,201,0,0,0,0
2024.03.01.,2,0,2,2,0,0.0,100.0,3,204,3,204,0,0,0,0
2024.03.02.,2,0,2,2,1,0.0,100.0,1,205,1,205,0,0,0,0
2024.03.03.,0,0,0,0,0,0.0,0.0,0,205,0,205,0,0,0,0
2024.03.04.,5,1,4,5,0,20.0,80.0,1,206,1,206,0,0,0,0
2024.03.05.,0,0,0,0,0,0.0,0.0,0,206,0,206,0,0,0,0
2024.03.06.,4,2,2,5,1,50.0,50.0,0,206,0,206,0,0,0,0
2024.03.07.,2,0,2,2,0,0.0,100.0,6,212,6,212,0,0,0,0
2024.03.08.,3,3,0,4,0,100.0,0.0,2,214,2,214,0,0,0,0
2024.03.09.,1,0,1,1,0,0.0,100.0,1,215,1,215,0,0,0,0
2024.03.10.,3,0,3,3,0,0.0,100.0,2,217,2,217,0,0,0,0
2024.03.11.,2,0,2,2,1,0.0,100.0,3,220,3,220,0,0,0,0
2024.03.12.,1,0,1,1,0,0.0,100.0,0,220,0,220,0,0,0,0
2024.03.13.,1,1,0,1,0,100.0,0.0,1,221,1,221,0,0,0,0
2024.03.14.,8,6,2,9,1,75.0,25.0,2,223,2,223,0,0,0,0
2024.03.15.,4,4,0,5,0,100.0,0.0,2,225,2,225,0,0,0,0
2024.03.16.,4,1,3,4,0,25.0,75.0,1,226,1,226,0,0,0,0
2024.03.17.,1,0,1,1,0,0.0,100.0,0,226,0,226,0,0,0,0
2024.03.18.,4,1,3,4,1,25.0,75.0,4,230,4,230,0,0,0,0
2024.03.19.,3,0,3,3,0,0.0,100.0,5,235,5,235,0,0,0,0
2024.03.20.,1,0,1,1,0,0.0,100.0,0,235,0,235,0,0,0,0
2024.03.21.,2,0,2,2,0,0.0,100.0,1,236,1,236,0,0,0,0
2024.03.22.,1,0,1,1,0,0.0,100.0,1,237,1,237,0,0,0,0
2024.03.23.,0,0,0,0,0,0.0,0.0,0,237,0,237,0,0,0,0
2024.03.24.,2,0,2,2,0,0.0,100.0,0,237,0,237,0,0,0,0
2024.03.25.,1,0,1,1,0,0.0,100.0,0,237,0,237,0,0,0,0
2024.03.26.,0,0,0,0,0,0.0,0.0,1,238,1,238,0,0,0,0
2024.03.27.,1,0,1,1,0,0.0,100.0,1,239,1,239,0,0,0,0
2024.03.28.,3,0,3,3,0,0.0,100.0,2,241,2,241,0,0,0,0
2024.03.29.,4,0,4,4,0,0.0,100.0,4,245,4,245,0,0,0,0
2024.03.30.,2,1,1,2,0,50.0,50.0,3,248,3,248,0,0,0,0
2024.03.31.,1,0,1,1,0,0.0,100.0,3,251,3,251,0,0,0,0
2024.04.01.,3,0,3,3,0,0.0,100.0,4,255,4,255,0,0,0,0
2024.04.02.,2,0,2,3,0,0.0,100.0,2,257,2,257,0,0,0,0
2024.04.03.,2,0,2,2,0,0.0,100.0,3,260,3,260,0,0,0,0
2024.04.04.,4,1,3,6,3,25.0,75.0,2,262,2,262,0,0,0,0
2024.04.05.,2,2,0,2,0,100.0,0.0,2,264,2,264,0,0,0,0
2024.04.06.,1,1,0,1,0,100.0,0.0,-1,263,-1,263,0,0,0,0
2024.04.07.,2,0,2,2,0,0.0,100.0,1,264,1,264,0,0,0,0
2024.04.08.,5,2,3,6,1,40.0,60.0,1,265,1,265,0,0,0,0
2024.04.09.,1,0,1,1,0,0.0,100.0,1,266,1,266,0,0,0,0
2024.04.10.,4,0,4,4,0,0.0,100.0,3,269,3,269,0,0,0,0
2024.04.11.,2,1,1,2,0,50.0,50.0,1,270,1,270,0,0,0,0
2024.04.12.,2,0,2,2,0,0.0,100.0,1,271,1,271,0,0,0,0
2024.04.13.,0,0,0,0,0,0.0,0.0,0,271,0,271,0,0,0,0
2024.04.14.,1,0,1,1,0,0.0,100.0,1,272,1,272,0,0,0,0
2024.04.15.,1,0,1,1,0,0.0,100.0,1,273,1,273,0,0,0,0
2024.04.16.,0,0,0,0,0,0.0,0.0,0,273,0,273,0,0,0,0
2024.04.17.,5,0,5,5,0,0.0,100.0,4,277,4,277,0,0,0,0
2024.04.18.,0,0,0,0,0,0.0,0.0,1,278,1,278,0,0,0,0
2024.04.19.,4,1,3,4,0,25.0,75.0,4,282,4,282,0,0,0,0
2024.04.20.,2,0,2,2,0,0.0,100.0,0,282,0,282,0,0,0,0
2024.04.21.,4,1,3,5,1,25.0,75.0,3,285,3,285,0,0,0,0
2024.04.22.,5,2,3,5,0,40.0,60.0,2,287,2,287,0,0,0,0
2024.04.23.,4,1,3,5,1,25.0,75.0,4,291,4,291,0,0,0,0
2024.04.24.,3,0,3,3,0,0.0,100.0,3,294,3,294,0,0,0,0
2024.04.25.,1,1,0,1,0,100.0,0.0,3,297,3,297,0,0,0,0
2024.04.26.,1,0,1,1,0,0.0,100.0,1,298,1,298,0,0,0,0
2024.04.27.,1,1,0,1,0,100.0,0.0,2,300,2,300,0,0,0,0
2024.04.28.,1,0,1,1,0,0.0,100.0,2,302,2,302,0,0,0,0
2024.04.29.,2,1,1,2,0,50.0,50.0,1,303,1,303,0,0,0,0
2024.04.30.,1,1,0,1,0,100.0,0.0,3,306,3,306,0,0,0,0
2024.05.01.,4,1,3,4,0,25.0,75.0,2,308,2,308,0,0,0,0
2024.05.02.,3,1,2,3,0,33.33333333333333,66.66666666666666,5,313,5,313,0,0,0,0
2024.05.03.,3,1,2,3,0,33.33333333333333,66.66666666666666,0,313,0,313,0,0,0,0
2024.05.04.,4,1,3,4,0,25.0,75.0,3,316,3,316,0,0,0,0
2024.05.05.,4,0,4,4,0,0.0,100.0,1,317,1,317,0,0,0,0
2024.05.06.,3,1,2,3,1,33.33333333333333,66.66666666666666,3,320,3,320,0,0,0,0
2024.05.07.,6,1,5,10,1,16.666666666666664,83.33333333333334,2,322,2,322,0,0,0,0
2024.05.08.,5,0,5,5,0,0.0,100.0,6,328,6,328,0,0,0,0
2024.05.09.,3,1,2,3,0,33.33333333333333,66.66666666666666,3,331,3,331,0,0,0,0
2024.05.10.,3,0,3,3,0,0.0,100.0,2,333,2,333,0,0,0,0
2024.05.11.,3,2,1,5,0,66.66666666666666,33.33333333333333,1,334,1,334,0,0,0,0
2024.05.12.,0,0,0,0,0,0.0,0.0,2,336,2,336,0,0,0,0
2024.05.13.,5,1,4,5,0,20.0,80.0,5,341,5,341,0,0,0,0
2024.05.14.,1,1,0,1,0,100.0,0.0,-1,340,-1,340,0,0,0,0
2024.05.15.,2,0,2,2,0,0.0,100.0,3,343,3,343,0,0,0,0
2024.05.16.,1,1,0,4,0,100.0,0.0,0,343,0,343,0,0,0,0
2024.05.17.,3,2,1,3,0,66.66666666666666,33.33333333333333,2,345,2,345,0,0,0,0
2024.05.18.,2,0,2,2,0,0.0,100.0,3,348,3,348,0,0,0,0
2024.05.19.,3,0,3,3,0,0.0,100.0,3,351,3,351,0,0,0,0
2024.05.20.,2,0,2,2,0,0.0,100.0,2,353,2,353,0,0,0,0
2024.05.21.,2,0,2,2,0,0.0,100.0,2,355,2,355,0,0,0,0
2024.05.22.,0,0,0,0,0,0.0,0.0,1,356,1,356,0,0,0,0
2024.05.23.,3,2,1,3,1,66.66666666666666,33.33333333333333,-1,355,-1,355,0,0,0,0
2024.05.24.,5,0,5,5,0,0.0,100.0,2,357,2,357,0,0,0,0
2024.05.25.,0,0,0,0,0,0.0,0.0,0,357,0,357,0,0,0,0
2024.05.26.,3,0,3,3,0,0.0,100.0,3,360,3,360,0,0,0,0
2024.05.27.,1,0,1,1,0,0.0,100.0,0,360,0,360,0,0,0,0
2024.05.28.,1,1,0,1,0,100.0,0.0,1,361,1,361,0,0,0,0
2024.05.29.,0,0,0,0,0,0.0,0.0,0,361,0,361,0,0,0,0
2024.05.30.,0,0,0,0,0,0.0,0.0,1,362,1,362,0,0,0,0
2024.05.31.,1,0,1,1,0,0.0,100.0,1,363,1,363,0,0,0,0
2024.06.01.,2,0,2,2,1,0.0,100.0,3,366,3,366,0,0,0,0
2024.06.02.,3,0,3,3,0,0.0,100.0,4,370,4,370,0,0,0,0
